datapoint_id	word	sense	metaphor	pos	definition
random.466	engrave	scratch.v.07	0	verb	[scratch; engrave; grave; inscribe] carve, cut, or etch into a material or surface (engrave a pen | engraved the trophy cupt with the winner's | the lovers scratched their names into the bark of the tree)
random.467	engrave	engrave.v.02	1	verb	[engrave] impress or affect deeply (The event engraved itself into her memory)
random.468	engrave	engrave.v.03	0	verb	[engrave; etch] carve or cut into a block used for printing or print from such a block (engrave a letter)
random.469	engrave	engrave.v.04	0	verb	[engrave; etch] carve or cut a design or letters into (engrave the pen with the owner's name)
random.470	plotter	schemer.n.01	1	noun	[schemer; plotter] a planner who draws up a personal scheme of action ()
random.471	plotter	plotter.n.02	0	noun	[plotter; mapper] a clerk who marks data on a chart ()
random.472	plotter	conspirator.n.01	1	noun	[conspirator; coconspirator; plotter; machinator] a member of a conspiracy ()
random.473	plotter	plotter.n.04	0	noun	[plotter] an instrument (usually driven by a computer) for drawing graphs or pictures ()
random.474	mediate	intercede.v.01	0	verb	[intercede; mediate; intermediate; liaise; arbitrate] act between parties with a view to reconciling differences (He interceded in the family dispute | He mediated a settlement)
random.475	mediate	mediate.v.02	0	verb	[mediate] occupy an intermediate or middle position or form a connecting link or stage between two others (mediate between the old and the new)
random.476	mediate	mediate.a.01	0	adj	[mediate] acting through or dependent on an intervening agency (the disease spread by mediate as well as direct contact)
random.477	mediate	in-between.s.01	0	adj	[in-between; mediate; middle] being neither at the beginning nor at the end in a series (adolescence is an awkward in-between age | in a mediate position | the middle point on a line)
random.478	reverberate	resound.v.01	0	verb	[resound; echo; ring; reverberate] ring or echo with sound (the hall resounded with laughter)
random.479	reverberate	reverberate.v.02	1	verb	[reverberate] have a long or continuing effect (The discussions with my teacher reverberated throughout my adult life)
random.480	reverberate	reverberate.v.03	0	verb	[reverberate] be reflected as heat, sound, or light or shock waves (the waves reverberate as far away as the end of the building)
random.481	reverberate	reflect.v.03	0	verb	[reflect; reverberate] to throw or bend back (from a surface) (Sound is reflected well in this auditorium)
random.482	reverberate	bounce.v.01	0	verb	[bounce; resile; take_a_hop; spring; bound; rebound; recoil; reverberate; ricochet] spring back; spring away from an impact (The rubber ball bounced | These particles do not resile but they unite after they collide)
random.483	reverberate	reverberate.v.06	0	verb	[reverberate] treat, process, heat, melt, or refine in a reverberatory furnace (reverberate ore)
random.484	dominos	dominoes.n.01	0	noun	[dominoes; dominos] any of several games played with small rectangular blocks ()
random.485	dominos	domino.n.02	0	noun	[domino] a loose hooded cloak worn with a half mask as part of a masquerade costume ()
random.486	dominos	domino.n.03	0	noun	[domino; half_mask; eye_mask] a mask covering the upper part of the face but with holes for the eyes ()
random.487	dominos	domino.n.04	0	noun	[domino] a small rectangular block used in playing the game of dominoes; the face of each block has two equal areas that can bear 0 to 6 dots ()
random.488	vaulting	vaulting.n.01	0	noun	[vaulting] (architecture) a vaulted structure (arches and vaulting)
random.489	vaulting	curvet.n.01	0	noun	[curvet; vaulting] a light leap by a horse in which both hind legs leave the ground before the forelegs come down ()
random.490	vaulting	vault.v.01	0	verb	[vault; overleap] jump across or leap over (an obstacle) ()
random.491	vaulting	vault.v.02	0	verb	[vault] bound vigorously ()
random.492	vaulting	overreaching.s.01	1	adj	[overreaching; vaulting] revealing excessive self-confidence; reaching for the heights (vaulting ambition)
random.493	none	none.n.01	0	noun	[none] a canonical hour that is the ninth hour of the day counting from sunrise ()
random.494	none	none.n.02	0	noun	[none] a service in the Roman Catholic Church formerly read or chanted at 3 PM (the ninth hour counting from sunrise) but now somewhat earlier ()
random.495	none	none.s.01	0	adj	[none] not any (thou shalt have none other gods before me)
random.496	none	none.r.01	0	adv	[none] not at all or in no way (seemed none too pleased with his dinner | shirt looked none the worse for having been slept in | none too prosperous | the passage is none too clear)
